study_hours,phone_hours,days_before_exam,assignment_percentage,attendance_percentage,previous_marks,final_score,risk_category
2.76397643111541,2.443137018895826,18.262228040698425,62.64122596869418,88.98838181626606,58.16842008101927,61.3761023727386,Moderate Risk
0.25,1.2651108880482984,15.974193055890307,74.91377376020542,99.13904380408414,64.10927770907307,57.13711877351583,Moderate Risk
2.899290610822061,3.7914287838135694,9.49597890982304,72.43629622256113,82.52065480669967,69.5726658866406,59.82621743661327,Moderate Risk
4.441609459376131,0.7214738354371639,14.427141529432948,87.15207191210882,72.21489926511684,73.61809115796403,81.0831947992897,Very Low Risk
3.4440738657864465,0.3364798614561515,17.71297919075718,63.29581812541207,99.3534035920095,58.58598433763724,70.29544979627904,Low Risk
2.9253754510306855,0.7505048728978476,12.833688905708046,98.39410446681663,92.49119546080406,87.29282742680071,87.30483862207605,Very Low Risk
1.3826790852002095,1.0943838431765052,12.58240928257262,100.0,78.72993792915874,25.96914696907765,50.70497764517386,Moderate Risk
3.2810398122185562,0.0,10.92812988214349,79.88081706897714,59.17100980790436,46.78235496180891,64.15046976651601,Moderate Risk
4.940616331220072,3.349186493598116,7.120843459262897,90.34184125942795,100.0,45.97970046760483,62.98487627813943,Moderate Risk
2.5815168264833237,5.648341071089888,14.664583209677534,86.33673844134738,84.08492150795243,79.47937273817274,56.31902627269405,Moderate Risk
2.7576867404363403,5.024167916978241,8.973838335312301,76.18043995350416,86.90146949544324,51.36684101046985,46.865879212532704,High Risk
2.3829931250787153,5.0509743777321,9.11176719067675,100.0,76.20723056086285,54.276736359953745,41.90508056097314,High Risk
2.0180960346427024,5.691066572854796,20.429802191006587,85.61105028299312,99.6784116907343,88.70234988864168,58.615713879128386,Moderate Risk
3.762532945022333,4.065533346273251,13.149892494168878,74.4328386749433,55.8418163681058,72.05197813609188,55.4981177980027,Moderate Risk
5.433444548495856,1.4523413356936423,3.8449758419528557,81.78506712403332,76.72638000774182,77.46927731837279,78.543081832633,Low Risk
4.9169942246663245,2.182491020852633,8.223761503624571,65.09992578248362,100.0,93.42077257370005,91.1452654399118,Very Low Risk
2.493226564792921,6.3786556293265875,7.289269124817262,100.0,73.88668855456005,79.38146777893553,44.24836085310965,High Risk
1.160043822939091,4.20382500394969,9.888059962549796,92.16957098876136,51.093379984483626,38.330378230856226,38.76799275195431,Very High Risk
3.4188090401612525,3.148669891389496,4.96501974590966,96.65680286895949,78.6769186631784,60.95306987924116,63.90711278520067,Moderate Risk
4.535197699844016,3.6098709989715108,14.570198979620773,85.09007808778559,90.1656403983152,40.44788665229712,51.150188361518964,Moderate Risk
3.8507042314703384,4.027305454262097,15.244684723803548,76.27909300307806,70.41911308029718,65.72764591827341,63.57255928542572,Moderate Risk
2.5584970063691705,0.23749156254764614,4.532593811680802,86.18292464889448,64.66128842443675,77.42119898104592,72.78728877728442,Low Risk
4.404533087567448,4.489039421161399,1.0,70.71032903741309,72.99972902452063,75.15951773270845,51.51922119877544,Moderate Risk
0.8653190167160654,4.792786512350553,6.836669018415083,46.99735295913696,74.56943514888734,46.18871938468128,35.031158393122794,Very High Risk
4.729222288729259,4.65099600425137,20.687436190692097,91.63553998466656,68.13710207710993,54.69550879796786,58.68110750266461,Moderate Risk
3.6790324574008455,6.586418947644761,10.789907530879006,91.02555903904883,78.04330109019976,93.75462227094134,55.64047451502641,Moderate Risk
4.491764133158835,4.264230150650547,4.498350844436204,83.88025833573107,93.02655076822153,53.86578285136126,60.754321793622026,Moderate Risk
2.7648238072132765,7.508418664190052,19.57846590686497,83.9742525780762,74.820483545602,46.66512059538775,34.46409070063433,Very High Risk
2.098953876990339,4.5700520078314835,3.541466883969834,54.348642003052944,69.85770060533386,67.07526337722658,42.51393191626029,High Risk
0.7494266859105099,4.247451876570035,1.009010913291771,100.0,81.25986773165808,77.15111799986254,50.979848617424636,Moderate Risk
6.7673366666444155,2.8313759282218713,14.639636845586562,79.25703042717137,89.49760776576395,48.916261591657445,67.90595296560534,Low Risk
3.5391696768802214,2.5171146582167268,17.2991361867725,81.91210391262553,67.94533526339336,54.72439265498326,63.385869407514406,Moderate Risk
3.9199884486478975,3.4461554900579405,24.578119562021705,67.04063209996887,57.033579085295386,71.77018627020783,66.2624452921865,Low Risk
3.869191451447972,1.7039693287936868,17.649398197016936,46.41080833208271,96.54334298116461,52.40019844325566,72.67736865501675,Low Risk
4.893808218798609,4.511102315327186,5.8678030751838195,70.74831431975161,91.29952646092666,78.24086195025797,63.41836957177101,Moderate Risk
4.024718288011178,2.47272941958326,15.060437935061389,61.75231171798431,91.05056881175543,29.875464270820096,50.74479252481374,Moderate Risk
3.5792618761905577,1.629703878241055,20.269055683604364,66.59391173020428,70.9273574101612,69.21854979957119,69.58373736541128,Low Risk
2.9547185780773675,6.386232692235616,14.357835494631255,98.6424833714219,94.58167506004348,84.8870338447262,55.05261105696784,Moderate Risk
3.845155122356175,6.438679494343913,1.0,100.0,76.7411707091445,57.13960396516587,43.80239434929188,High Risk
4.18858426012688,1.6309862017876158,12.970386076261024,74.37632097643186,71.77858889276985,81.64193863010061,77.2659447007139,Low Risk
3.4020111133833435,6.548511425263161,20.77310898287451,50.154155539499115,81.32270746357369,68.16286159997318,46.557959722247446,High Risk
3.7537365976541226,0.2130696707065174,21.587547008589308,71.3425948971851,89.24773880674377,56.421484412924215,73.23813677677346,Low Risk
1.9898089065001459,6.043182305144468,14.87657060816754,87.78027913505221,92.46033330517585,74.02291228479834,51.342135906631164,Moderate Risk
4.52205843545973,0.0,23.179871880553335,90.30347164915634,71.42400946633079,65.0638420321563,82.7944770444697,Very Low Risk
3.5064643344897637,3.240885780837249,1.0,96.42045445119851,69.62771468238448,59.697837415686564,54.03279220488534,Moderate Risk
5.099005162357957,2.1179938075234856,4.130929368747433,81.34486292213649,75.12990415834179,69.11124639681256,71.26128668017826,Low Risk
0.25,2.8645780379747823,17.839695587692034,79.00582361987959,92.16005837736085,91.72799858173536,65.00516488146565,Low Risk
0.48782262712601554,1.279577307708868,1.0,80.94702094014609,82.43300786330828,81.08755827301329,57.72137693190848,Moderate Risk
1.0551281382357978,3.009477951950893,16.926476631150855,72.35081617432532,68.31040748195478,99.97370154182627,67.06642787426036,Low Risk
3.726961182751933,4.485483440602185,12.480893962639634,93.89784423221617,71.98551660335634,95.10543790108797,68.77578690070852,Low Risk
3.0455031373227923,5.999433438336969,19.354015007805607,87.12316080423987,66.4890977574116,89.29225226964714,48.34986147095752,High Risk
3.2645283658059503,4.846393814138701,20.02001337822282,66.27047000531796,67.9681865644626,78.87311489480015,50.48840831196542,Moderate Risk
4.910766432519142,4.213119887225545,21.33011084734418,85.16587624867245,72.99713843665552,74.93639793151425,67.38407763984557,Low Risk
2.7236711112220813,3.7761639989054867,12.132261845898046,80.76715144941777,68.5385733542902,51.999953147615436,50.96392480127732,Moderate Risk
5.442041361507143,1.098212516745864,14.36384147626282,84.77802865546916,82.21843345532484,79.40192369975453,87.17691020736694,Very Low Risk
