study_hours,phone_hours,days_before_exam,assignment_percentage,attendance_percentage,previous_marks,final_score,risk_category
3.5727409256571176,4.643253405421726,16.168103584931075,100.0,66.66676445863352,72.0497532478347,58.805879804062386,Moderate Risk
4.577320844820561,4.097548040150174,10.946266767635878,49.96326791613832,70.94671127286107,39.98980252805819,45.992820162894766,High Risk
3.5914266156801116,3.1652608142456184,10.800489849407633,100.0,73.47802911366884,62.610286784005915,53.56141511578832,Moderate Risk
5.463491020732056,3.0985573902573793,6.880668074236315,69.15662174687102,65.35189594607263,51.295217948514924,56.74342759094474,Moderate Risk
0.40604067162699353,3.410170640817818,15.08890942721521,87.5412399719717,65.5139399075773,66.86477876936658,47.06857491346518,High Risk
4.868115580943472,4.015981638524779,21.06528608240505,61.29838470751625,56.59137172465297,78.76931917088395,63.654791813637466,Moderate Risk
3.4172644289732403,4.262598926656711,3.8038315473264532,78.55784592734194,75.95199441244473,20.0,38.84379616018357,Very High Risk
2.6540478370033944,6.3981689269373625,17.073872705986098,93.8839872772846,76.00689358765968,48.957442369795714,44.21839674107022,High Risk
3.07732452479488,2.7608793221101626,11.206701850290235,75.47557309252107,85.35155033691923,38.644623189732236,53.13462075110985,Moderate Risk
2.7463141717002872,5.183484017736798,28.945145125970882,74.16445482014673,75.85195801244153,63.50981945687303,58.32127715699399,Moderate Risk
4.679574926774407,0.8939215753492409,4.3110254165850534,69.76450059843943,76.82499053609804,51.84835581190441,71.4574826500884,Low Risk
3.42734959735023,3.0381260591149846,11.838663989939667,61.5626808928593,75.01628196982068,34.85999586964306,47.38562053310271,High Risk
5.1083041413118595,5.130608507621425,7.812855389945775,62.87679679056139,71.82176869173024,47.133720236868996,39.96784078497562,Very High Risk
3.798778612064365,1.0986411274093326,9.047410391377175,70.14378066985499,68.85361099758332,44.41527109791713,65.5949253966064,Low Risk
5.790919758770491,3.593634245141612,16.09782687434483,91.5032925564619,74.81689346602013,83.78716866930601,68.59999125582459,Low Risk
4.658334173422546,4.416284386065968,19.12091130346102,84.92474244916133,74.8211127618482,70.46120370015245,61.22452167323785,Moderate Risk
1.8211981419686472,4.773459244421089,12.091825331394679,83.11027265999346,73.7611825133956,93.94334084203155,63.96543979156635,Moderate Risk
1.8982439983531996,5.011099565891383,5.185068994375733,80.76973027173237,100.0,53.54284714331503,39.56086494216955,Very High Risk
1.160779108924693,3.639636922101301,1.4076022110458304,82.33367919717067,59.703690030432384,50.456257921203246,42.80337423914523,High Risk
3.9642574313284134,5.04503550487042,6.473948701976986,88.57382610311458,72.67345307428022,56.29516035165968,55.09752187034843,Moderate Risk
3.0345046471201527,2.2315999366836343,9.026656139936179,49.18490061253357,100.0,98.36553880782031,74.631832057622,Low Risk
2.029953175387714,1.4673970660363036,13.904522463976416,74.93080435091413,84.86942150818709,62.13207463051156,66.48945904880277,Low Risk
3.053162962507932,0.8979538364737931,17.21089241293287,99.10568352634006,78.5065692186502,50.3220682125873,67.02090794242605,Low Risk
2.9113302805888344,4.988977955382497,6.284199934357309,83.78445020425492,84.28454723950807,50.743380853493775,43.08849443787736,High Risk
3.298892655253474,2.685556942868138,15.446269163812666,77.71966209589388,73.70660567792454,67.95398860377,63.16472328892454,Moderate Risk
3.634897475224172,2.655206760006437,16.214469140274108,83.68511172231382,79.63947605923593,53.789401228858765,68.51682450408677,Low Risk
2.7831556434526705,0.744080696577162,12.094863748251894,82.15120349447258,54.660554234495194,72.81230100687135,71.1051560797243,Low Risk
4.572923114454717,3.4201190342715977,16.95502156715781,54.24760809155133,58.4588643486807,78.8552567660535,60.09604947043037,Moderate Risk
2.8779734864290365,3.122453007663683,21.84485568183268,100.0,66.88125203596573,34.911767034344095,45.43763894945381,High Risk
3.2195596354251355,4.2100193357924365,13.760341721687087,83.74261509900772,77.882359925143,42.66442423714506,40.82799283780261,High Risk
1.7906875765012435,1.8886649262010011,16.4553447207486,86.98959309147216,83.04912629742718,75.10471358624295,67.0977060312392,Low Risk
0.9605211539999017,0.5815124156144753,15.392836111287307,67.29863351799068,87.50465307441482,77.53136097305894,62.880055187161375,Moderate Risk
3.9291569533411748,2.033629248327649,4.520350712448308,73.51652149231433,77.57963587689301,79.99492870712254,69.25634328170216,Low Risk
0.7582566090134555,7.781104323871282,30.0,83.65525880174721,85.36812874569603,30.383104489862575,21.170408558516897,Very High Risk
2.2902119617024193,0.329842217188681,12.15434978426346,70.72730490961838,72.78400460802335,20.658536125580063,47.189825037793796,High Risk
1.5196581764241768,4.461211642450362,25.290982233331167,61.425886415054,80.45200364652467,50.63659496630873,40.74820486312617,High Risk
2.690878484553964,2.178999292577454,1.0,83.4478282967161,81.0900475967351,63.2378862159105,61.32380147393996,Moderate Risk
3.579291473486706,6.101864697530493,4.543815948832477,100.0,81.55488727722252,99.35186314260955,58.20116075208395,Moderate Risk
2.723101901388736,6.527618405630552,4.4882201637453445,51.17308890978694,69.77159330011094,79.53333690425036,44.97174101943428,High Risk
3.152354356598791,3.745760221838496,1.0,61.223297954391015,71.95520727995131,91.05362052995366,67.35387141386605,Low Risk
