study_hours,phone_hours,days_before_exam,assignment_percentage,attendance_percentage,previous_marks,final_score,risk_category
2.9939000292673654,6.710865195598647,9.326686419213795,75.75077391491723,91.1927324429851,66.80412574642943,48.28571080505641,High Risk
4.255386770247227,4.481051924575347,14.779697919896526,63.69109909647752,71.11795843225867,48.95500455138037,46.395162682784736,High Risk
2.0641987575524112,3.7576284151817947,11.000752626978302,86.50593470812869,80.73766233271844,60.23217058223701,57.257369852233325,Moderate Risk
1.0603018923642802,3.231175121857546,7.828099442473012,63.81536617117446,77.33977760705255,42.65769704050258,40.701874360543684,High Risk
4.691015369459349,4.456511221889639,5.680840670430653,83.59246066522033,85.58603602939952,24.576821290150797,46.34636329639472,High Risk
4.609002282839647,5.286506337380688,16.960020961686975,72.68576818595636,56.94322682091209,60.41076861395239,50.496758600777696,Moderate Risk
2.3081358836115395,1.4524395817623459,23.575267590399406,79.31785207420158,79.62426323429172,43.16273598767728,54.80741630622751,Moderate Risk
2.272186250074523,5.030241893159465,15.633746715694436,35.15938807047229,99.71063527305978,66.83012287055078,51.21701026791375,Moderate Risk
3.296596893295515,5.899290463435872,5.520473756619238,53.10567651972434,88.08482599582021,53.76216505230986,38.91434199741759,Very High Risk
4.02034364812362,2.9498946564880217,11.985154345670258,69.1532884959249,83.46762956219324,48.62672423290773,63.69997968387995,Moderate Risk
3.641725156832506,4.9570724236565535,12.269360605547933,59.529424873413575,91.61955621609235,69.79834135997478,52.68544012804932,Moderate Risk
2.333688336895269,0.08053744292305964,14.585589309481005,49.98514049114233,70.7871740786159,88.61632498272894,75.62319136935506,Low Risk
3.2262427181145297,6.359293534975706,2.0704935808696945,69.3772888615999,85.27024815169834,83.79518358169595,55.881588220266366,Moderate Risk
2.829504656490811,2.757467116026183,8.897484750032202,64.63792691444648,91.9471578556111,58.4405446964708,62.639786153059944,Moderate Risk
3.3184954691357023,3.890228509843409,8.4765439392802,78.73775086930658,78.74018971971765,78.4280833121672,63.572519540542906,Moderate Risk
3.401683128047787,1.9660406177794032,12.949931248620212,84.80793272384132,91.33189729396928,38.35451553286842,59.80456111772834,Moderate Risk
2.743747292676748,1.953802143231675,11.255290837122386,61.40579363589009,80.31769020705181,58.46220231643563,60.68039237499976,Moderate Risk
3.5787609014452,5.790744405107496,1.0,75.17384778976681,81.08585707129964,66.79478745852413,53.86627129742589,Moderate Risk
2.6698203413449537,4.955407968178019,19.896669558432563,74.89268101064913,67.4040022977712,59.06739556921039,50.50868624974486,Moderate Risk
4.8075952314634804,3.5853584563483625,4.306847930158681,92.26077962678028,91.53049333329363,84.82104163223283,72.75917336772027,Low Risk
